game_id,game_name,col_names
650220772778053,候鸟飞行,"c(""Block"", ""Orientation"", ""Motion"", ""StimType"", ""Task"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
224377200398533,候鸟迁徙PRO,"c(""Block"", ""Orientation"", ""Motion"", ""StimType"", ""Task"", ""TaskType"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982663278,蝴蝶照相机,"c(""SLen"", ""StimID"", ""Type"", ""Location"", ""RespSym"", ""DeviceSym"", ""RespLoc"", ""DeviceLoc"", ""AccSym"", ""AccLoc"", ""Outcome"", ""RTSym"", ""RTLoc"")"
581942969593925,蝴蝶照相机,"c(""SLen"", ""StimID"", ""Type"", ""Location"", ""RespSym"", ""DeviceSym"", ""RespLoc"", ""DeviceLoc"", ""AccSym"", ""AccLoc"", ""Outcome"", ""RTSym"", ""RTLoc"")"
268008982659165,欢乐餐厅,"c(""Block"", ""NumCust"", ""Trial"", ""CustID"", ""TrackID"", ""FoodID"", ""Resp"", ""Correctness"", ""RT"", ""Device"")"
279330041741381,欢乐餐厅PRO,"c(""Block"", ""NumCust"", ""Trial"", ""CustID"", ""TrackID"", ""FoodID"", ""Resp"", ""Correctness"", ""RT"", ""Device"")"
268008982667350,火眼金睛,"c(""ACC"", ""RT"", ""Device"")"
239263721484357,节奏感知,"c(""Block"", ""Trial"", ""XTime"", ""XLocation"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
383679060169477,近一个月睡眠质量,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
386196539900677,井然有序,"c(""SLen"", ""STIM"", ""Rule"", ""CResp"", ""Device"", ""Resp"", ""Outcome"", ""Correctness"", ""RT"")"
224377872388293,卡片分类PRO,"c(""Block"", ""Trial"", ""Shape"", ""Color"", ""Task"", ""Type"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
224374703641029,快速归类PRO,"c(""Block"", ""Trial"", ""Type"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
391556354638725,困倦程度,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
268008982663267,连点成画PRO,"c(""Pattern"", ""Repetition"", ""RT"", ""Device"")"
268008982642795,连续再认A,"c(""Trial"", ""Class"", ""Subclass"", ""Instance"", ""Type"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982642761,连续再认B,"c(""Trial"", ""Class"", ""Subclass"", ""Instance"", ""Type"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
281039429226565,连续再认PRO,"c(""Trial"", ""Class"", ""Subclass"", ""Instance"", ""Type"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
375917432341381,路径学习,"c(""Block"", ""List"", ""Path"", ""Resp"", ""ACC"", ""RT"")"
225525822632453,美术卡片,"c(""Block"", ""Trial"", ""Load"", ""Card"", ""Type"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982667381,密码箱,"c(""Trial"", ""Length"", ""STIM"", ""CResp"", ""Resp"", ""Correctness"", ""Outcome"", ""RT"", ""Device"")"
268008982663295,魔术师高级,"c(""Round"", ""STIM"", ""Side"", ""Type"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""RT"")"
268008982663269,魔术师终极,"c(""Round"", ""STIM"", ""Side"", ""Type"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""RT"")"
324179001000709,平面展开,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982642793,强化学习,"c(""Phase"", ""Block"", ""Trial"", ""Left"", ""Right"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device "")"
268008982642793,强化学习,"c(""Phase"", ""Block"", ""Trial"", ""Left"", ""Right"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982655072,青少年心理韧性量表,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
380174879445893,人工词典A,"c(""Concept"", ""Word"", ""ACC"", ""RT"")"
380175342101381,人工词典B,"c(""Concept"", ""Word"", ""ACC"", ""RT"")"
384311706735365,人工语言-高级,"c(""Trial"", ""Type"", ""Content"", ""Repeat"", ""CResp"", ""Resp"", ""Correctness"", ""Device"")"
268008982646872,人工语言-中级,"c(""Trial"", ""Type"", ""Content"", ""Repeat"", ""CResp"", ""Resp"", ""Correctness"", ""Device"")"
265520726213317,瑞文高级推理,"c(""Block"", ""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982659144,三维心理旋转测试A,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982663256,三维心理旋转测试B,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
375934626087813,色彩检测,"c(""Trial"", ""NumTarget"", ""NumDist"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""RT"")"
375934626087813,色彩检测,"c(""Block"", ""Trial"", ""NumTarget"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""RT"")"
381576542159749,社交达人,"c(""Phase"", ""Trial"", ""FaceID"", ""Opts"", ""CResp"", ""Device"", ""Resp"", ""ACC"", ""RT"")"
268008982667391,声调判断,"c(""STIM"", ""CResp"", ""Device"", ""Resp"", ""ACC"", ""RT"")"
383366895919877,时间记忆任务,"c(""Trial"", ""Device"", ""VideoTimeLeft"", ""VideoTimeRight"", ""RespTimeLeft"", ""RespTimeRight"", ""RT"", ""ACC"")"
239263162577477,时间顺序判断,"c(""Block"", ""Trial"", ""SOA"", ""First"", ""Last"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
239264243732549,时长分辨,"c(""Block"", ""Trial"", ""VariaTime"", ""Left"", ""Right"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
380173961339781,事件记忆,"c(""Trial"", ""Pic"", ""CResp"", ""Resp"", ""ACC"", ""RT"")"
380173961339781,事件记忆,"c(""Trial"", ""Pic"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
324179964613381,视角判断,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
324182449562501,视觉记忆测试,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
324181013119877,视觉记忆学习,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"", ""score"")"
383366399832965,视频观看,"c(""Choice"", ""Device"")"
268008982667380,舒尔特方格（中级）,"c(""Block"", ""Size"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982655059,数感,"c(""STIM"", ""ID"", ""BigSetCount"", ""SmallSetCount"", ""Cresp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982655059,数感,"c(""Trial"", ""STIM"", ""SmallSetCount"", ""BigSetCount"", ""Cresp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982659159,数字大小比较,"c(""STIM"", ""Small"", ""Big"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
225191359021253,数字卡片PRO,"c(""Block"", ""Trial"", ""Load"", ""Card"", ""Type"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
355740871500677,数字推理,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982650987,数字推理A,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982650987,数字推理A,"c(""itemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982663265,数字推理B,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982663265,数字推理B,"c(""itemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
383791726646021,睡眠类型,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
383795602420485,睡眠信念和态度,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
268008982655090,顺背数PRO,"c(""SLen"", ""STIM"", ""Resp"", ""Correctness"", ""Outcome"", ""RT"", ""Device"")"
268008982659166,速算师（中级）,"c(""Block"", ""Type"", ""Left"", ""Right"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982659166,速算师（中级）,"c(""Block"", ""Type"", ""Left"", ""Right"", ""CResp"", ""Device"", ""Resp"", ""RT"", ""ACC"")"
349294460711685,速算师（中级）,"c(""Block"", ""Type"", ""Left"", ""Right"", ""CResp"", ""Device"", ""Resp"", ""RT"", ""ACC"")"
375903641948933,随机应变,"c(""Block"", ""Trial"", ""Letter"", ""Number"", ""Flip"", ""Task"", ""TaskType"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982655053,塔罗牌,"c(""Block"", ""Trial"", ""Pattern"", ""Optimal"", ""Outcome"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
224379118576069,太空飞船PRO,"c(""Block"", ""Trial"", ""Target"", ""Distractor"", ""Type"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
381560965628805,天马行空,"c(""Words"", ""Time"")"
268008982671439,图片记忆A,"c(""Phase"", ""StimID"", ""Sim"", ""Device"", ""Resp"", ""RT"", ""Type"", ""CResp"", ""ACC"")"
268008982671433,图片记忆B,"c(""Phase"", ""StimID"", ""Sim"", ""Device"", ""Resp"", ""RT"", ""Type"", ""CResp"", ""ACC"")"
355740333933445,图形推理,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982671437,图形推理A,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982642769,图形推理B,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
361750352892805,图形折叠,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
237218388561989,图形折叠A,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
237218859090501,图形折叠B,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
388200929063813,推理测验,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
375916542735109,万花筒,"c(""NumPic"", ""PicID"", ""ProbePicID"", ""RespPicID"", ""ACC"", ""Outcome"", ""Device"", ""RT"")"
581946301952069,位置记忆,"c(""SLen"", ""STIM"", ""Resp"", ""Device"", ""Correctness"", ""Outcome"", ""RT"")"
268008982642798,位置记忆PRO,"c(""SLen"", ""STIM"", ""Resp"", ""Device"", ""Correctness"", ""Outcome"", ""RT"")"
225525419221509,文字卡片,"c(""Block"", ""Trial"", ""Load"", ""Card"", ""Type"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
356101783560965,文字推理,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982642767,文字推理A,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982642767,文字推理A,"c(""itemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982671447,文字推理B,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
240406295777861,我是大厨,"c(""Status"", ""Operation"", ""ACC"", ""RT"", ""Device"")"
324177880433541,物体旋转,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
265086851706949,小狗回家,"c(""Block"", ""TrialDur"", ""EscortScore"", ""Type"", ""Resp"", ""RT"", ""ACC"", ""Device"")"
265086851706949,小狗回家,"c(""Block"", ""TrialDur"", ""EscortScore"", ""Resp"", ""RT"", ""ACC"", ""Device"", ""Type"")"
581934694998341,小狗回家,"c(""Block"", ""TrialDur"", ""EscortScore"", ""Type"", ""Resp"", ""RT"", ""ACC"", ""Device"")"
238279920537669,幸运小球PRO,"c(""SLen"", ""MathID"", ""MathType"", ""Letter"", ""RespMath"", ""DeviceMath"", ""RespLet"", ""DeviceLet"", ""AccMath"", ""AccLet"", ""Outcome"", ""RTMath"", ""RTLet"")"
280443619795013,学业成就归因量表,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
238267995484229,雪花收藏家,"c(""Trial"", ""TargetType"", ""TargetNum"", ""CorrectNum"", ""FalseNum"", ""Device"")"
268008982655069,言语记忆A,"c(""Stim"", ""Type"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982667346,言语记忆B,"c(""Stim"", ""Type"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
225527448457733,眼耳并用,"c(""Block"", ""Trial"", ""StimVis"", ""StimAud"", ""TypeVis"", ""TypeAud"", ""CResp"", ""Resp"", ""RTVis"", ""RTAud"", ""ACCVis"", ""ACCAud"", ""Device"")"
268008982659192,一心二用PRO,"c(""Side"", ""StimID"", ""StimType"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982663260,萤火虫PRO,"c(""NumTarget"", ""NumDistractor"", ""Device"", ""Correctness"", ""Outcome"", ""RT"")"
268008982667358,宇宙黑洞A,"c(""NumObject"", ""ObjectID"", ""LocOrigin"", ""RespObjectID"", ""RespObjectLoc"", ""RespLocDist"", ""Outcome"", ""RT"", ""Device"")"
268008982650988,语义判断,"c(""STIM"", ""CResp"", ""Device"", ""Resp"", ""ACC"", ""RT"")"
279044271042629,元认知意识问卷,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
411281158706373,远距离联想,"c(""ItemID"", ""Title"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""RT"")"
240052750955077,远距离联想A,"c(""ItemID"", ""CResp"", ""Resp"", ""ACC"", ""Score"")"
240053165064261,远距离联想B,"c(""ItemID"", ""CResp"", ""Resp"", ""ACC"", ""Score"")"
322148361573125,阅读判断,"c(""ItemID"", ""NumAlts"", ""CResp"", ""Resp"", ""Device"", ""ACC"", ""Score"", ""RT"")"
268008982646865,正负情绪测查,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
268008982655064,职业价值观量表,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
268008982667372,中国少年非智力个性心理特征问卷,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
268008982671457,中学生学业自我效能感量表,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
380173315257221,注意警觉,"c(""Block"", ""Trial"", ""ITI"", ""Cue"", ""Stim"", ""StimType"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
380174783693701,注意指向,"c(""Block"", ""Trial"", ""ITI"", ""Cue"", ""CueType"", ""Stim"", ""StimType"", ""CResp"", ""Resp"", ""ACC"", ""RT"", ""Device"")"
268008982642772,专注大师_中级,"c(""Block"", ""Trial"", ""Left"", ""Right"", ""Options"", ""CResp"", ""Device"", ""Resp"", ""ACC"", ""RT"")"
268008982667347,捉虫高级简版,"c(""Block"", ""Trial"", ""STIM"", ""Type"", ""Resp"", ""Device"", ""ACC"", ""RT"")"
383674715747205,昨夜睡眠质量,"c(""titleLength"", ""ItemID"", ""NumAlts"", ""RT"", ""CResp"", ""Resp"", ""Score"", ""ACC"", ""Device"")"
